address,checkins,city,country,created,distance,group_id,group_photo,icon,latitude,longitude,pid,place_id,title,type,updated,description,geocoded,kind,lat,lng,precision,request,response_status,dist,xcoord,ycoord
"просп. Просвещения, 19",29,,,1385751677,274,,,https://vk.com/images/places/place.png,60.052237,30.331436,7067256,7067256,Пиворама Просвет))),21,1514030943,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Просвещения, 19",house,30.331193,60.052703,exact,"Санкт-Петербург, просп. Просвещения, 19",OK,0.0005255520906659,351403.912388228,6660280.14067496
"просп. Просвещения, 30 корпус 4",25,,,1399827902,140,,,https://vk.com/images/places/place.png,60.054149,30.328807,8506522,8506522,Проспект просвещения 32 корпус 1,21,1512742183,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Просвещения, 30к4",house,30.328786,60.054949,exact,"Санкт-Петербург, просп. Просвещения, 30 корпус 4",OK,0.000800275577533875,351280.048666969,6660535.55171765
пр. Просвещения 19,87,2,1,1280742549,291,,,https://vk.com/images/places/cinema.png,60.052452,30.331499,11316,11316,Кронверк Синема Норд,5,1511865457,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Просвещения, 19",house,30.331193,60.052703,exact,"Санкт-Петербург, пр. Просвещения 19",OK,0.000395773925367127,351403.912388228,6660280.14067496
Пр Просвещения 19К1А,45,2,1,1280742199,295,,,https://vk.com/images/places/restaraunt.png,60.052427,30.331542,11086,11086,"МЕГА бар ""ПинтаПива""",3,1499578029,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Просвещения, 19",house,30.331193,60.052703,number,"Санкт-Петербург, Пр Просвещения 19К1А",not exact precison,0.000444946064146742,351403.912388228,6660280.14067496
Просвещения проспект 19,78,,,1385041256,297,,,https://vk.com/images/places/place.png,60.052665,30.331757,6998358,6998358,"«Формула кино», Просвещения пр., 19",21,1516194244,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Просвещения, 19",house,30.331193,60.052703,exact,"Санкт-Петербург, Просвещения проспект 19",OK,0.000565278692327908,351403.912388228,6660280.14067496
"проспект Просвещения, 19",26,,,1499339686,300,,,https://vk.com/images/places/place.png,60.052802,30.331896,18538311,18538311,Хлоп Топ СЕМЕЙНОЕ ПРОСТРАНСТВО,21,1516567759,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Просвещения, 19",house,30.331193,60.052703,exact,"Санкт-Петербург, проспект Просвещения, 19",OK,0.000709936616890404,351403.912388228,6660280.14067496
Просвещения проспект 34,43,,,1383428154,374,,,https://vk.com/images/places/place.png,60.053363,30.333405,6838524,6838524,Проспект просвещения,21,1516528647,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Просвещения, 34",house,30.334257,60.05362,exact,"Санкт-Петербург, Просвещения проспект 34",OK,0.000889917411899547,351578.568393093,6660375.3262371
улица Шостаковича 1,27,,,1427451004,50,,,https://vk.com/images/places/place.png,60.059538,30.326432,11390826,11390826,Отель гранд каньон,21,1516812379,"Санкт-Петербург, Россия","Санкт-Петербург, улица Шостаковича, 1/9",house,30.326962,60.058834,exact,"Санкт-Петербург, улица Шостаковича 1",OK,0.000881201452566923,351196.02856638,6660972.088145
улица Симонова 13,15,,,1392290759,58,,,https://vk.com/images/places/place.png,60.061046,30.327695,7724750,7724750,Гриффин-Авто,21,1504299643,"Санкт-Петербург, Россия","Санкт-Петербург, улица Симонова, 13к2",house,30.328202,60.061385,number,"Санкт-Петербург, улица Симонова 13",not exact precison,0.000609893433314636,351276.514598028,6661253.24380233
улица Михаила Дудина,13,,,1467479030,237,,,https://vk.com/images/places/place.png,60.069396,30.330512,15386493,15386493,Саблинский водопад,21,1508794345,"посёлок Парголово, Санкт-Петербург, Россия","Санкт-Петербург, посёлок Парголово, улица Михаила Дудина",street,30.330951,60.068623,street,"Санкт-Петербург, улица Михаила Дудина",not exact precison,0.000888960066598511,351462.026718108,6662052.70980391
"В. Гаврилина, дом 3, корпус 2",54,,,1397386460,255,,,https://vk.com/images/places/place.png,60.072676,30.331159,8267393,8267393,?Home Sweet Home?,21,1513192206,"посёлок Парголово, Санкт-Петербург, Россия","Санкт-Петербург, посёлок Парголово, улица Валерия Гаврилина, 3к2",house,30.332011,60.073167,exact,"Санкт-Петербург, В. Гаврилина, дом 3, корпус 2",OK,0.00098335395458338,351541.422384726,6662556.11279387
Дунайский проспект 7,24,,,1398191432,123,,,https://vk.com/images/places/place.png,59.830007,30.332865,8349200,8349200,Дунайский 7,21,1509878263,"Санкт-Петербург, Россия","Санкт-Петербург, Дунайский проспект, 7",house,30.332676,59.829789,exact,"Санкт-Петербург, Дунайский проспект 7",OK,0.00028852209621204,350485.996745558,6635465.00957844
Московское ш. 14К1,19,2,1,1280742078,114,,,https://vk.com/images/places/restaraunt.png,59.836839,30.334481,2597,2597,Евразия,3,1496859804,"Санкт-Петербург, Россия","Санкт-Петербург, Московское шоссе, 14к1",house,30.33449,59.836753,exact,"Санкт-Петербург, Московское ш. 14К1",OK,8.64696478644426e-05,350618.84152455,6636236.04670707
улица Ленсовета 73к3,91,,,1433767547,225,,,https://vk.com/images/places/place.png,59.837133,30.336393,12041633,12041633,"Санкт- Петербург, Елагин остров",21,1516734791,"Санкт-Петербург, Россия","Санкт-Петербург, улица Ленсовета, 73к3",house,30.336296,59.837508,exact,"Санкт-Петербург, улица Ленсовета 73к3",OK,0.000387342225936439,350723.397989672,6636316.01111656
улица Ленсовета 73к3,100,,,1370368532,234,,,https://vk.com/images/places/place.png,59.837138,30.33657,5677138,5677138,Sportlife ленсовета,21,1515870071,"Санкт-Петербург, Россия","Санкт-Петербург, улица Ленсовета, 73к3",house,30.336296,59.837508,exact,"Санкт-Петербург, улица Ленсовета 73к3",OK,0.000460408514246709,350723.397989672,6636316.01111656
улица Орджоникидзе 27,14,,,1392930294,156,,,https://vk.com/images/places/place.png,59.844162,30.335378,7792251,7792251,Орджоникидзе 27,21,1509442611,"Санкт-Петербург, Россия","Санкт-Петербург, улица Орджоникидзе, 27",house,30.335317,59.844045,exact,"Санкт-Петербург, улица Орджоникидзе 27",OK,0.000131946959042479,350697.832893443,6637045.82084674
"ул. Типанова, 18",16,,,1465757754,102,,,https://vk.com/images/places/place.png,59.852055,30.333841,15217197,15217197,"это Питер, детка!",21,1515089469,"Санкт-Петербург, Россия","Санкт-Петербург, улица Типанова, 18",house,30.334275,59.851892,exact,"Санкт-Петербург, ул. Типанова, 18",OK,0.000463600043142754,350674.633830574,6637921.58358006
Типанова 18,13,2,1,1280742123,106,,,https://vk.com/images/places/restaraunt.png,59.851828,30.334293,7246,7246,Квартал,3,1512938019,"Санкт-Петербург, Россия","Санкт-Петербург, улица Типанова, 18",house,30.334275,59.851892,exact,"Санкт-Петербург, Типанова 18",OK,6.64830805485486e-05,350674.633830574,6637921.58358006
"Юрия Гагарина пр.,37, ресторан Евразия",15,2,1,1329911351,172,35735596,https://pp.userapi.com/c307300/v307300378/745c/U5UZS_rgP8w.jpg,https://vk.com/images/places/place.png,59.851196,30.335712,1749457,1749457,"""Евразия"" Гагарина,37 РЕСТОРАН ВАШЕГО СЧАСТЬЯ!",21,1513942214,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Юрия Гагарина, 37",house,30.335586,59.851426,exact,"Санкт-Петербург, Юрия Гагарина пр.,37, ресторан Евразия",OK,0.000262251787412988,350745.958346124,6637866.76028236
"Гастелло,21",54,,,1378831346,110,,,https://vk.com/images/places/place.png,59.857369,30.334453,6410218,6410218,Городская больница 20,21,1512038779,"Санкт-Петербург, Россия","Санкт-Петербург, улица Гастелло, 21А",house,30.334616,59.857016,exact,"Санкт-Петербург, Гастелло,21",OK,0.000388816151915909,350716.688555054,6638491.14434466
"пр. Юрия Гагарина д19, м.Парк победы (7-10 минут пешком), ЦЕНТР ТАНЦА ""VALERY""  тел.956-39-38",24,2,1,1485510854,132,55660507,https://pp.userapi.com/c834200/v834200546/186f4/-PEAoSHH_kE.jpg,https://vk.com/images/places/place.png,59.862438,30.335002,5903457,5903457,"ЦЕНТР ТАНЦА ""VALERY"" | ШКОЛА ТАНЦЕВ",21,1514451593,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Юрия Гагарина, 19",house,30.335002,59.862438,exact,"Санкт-Петербург, пр. Юрия Гагарина д19, м.Парк победы (7-10 минут пешком), ЦЕНТР ТАНЦА ""VALERY""  тел.956-39-38",OK,7.105427357601e-15,350762.592895113,6639093.77339274
улица Бассейная 61,23,,,1371676961,91,,,https://vk.com/images/places/place.png,59.864353,30.334277,5796681,5796681,Ул Бассейная 61,21,1499016351,"Санкт-Петербург, Россия","Санкт-Петербург, Бассейная улица, 61",house,30.334858,59.864209,exact,"Санкт-Петербург, улица Бассейная 61",OK,0.000598579150991875,350762.467484325,6639291.22020307
улица Кузнецовская 25,320,,,1402684314,108,,,https://vk.com/images/places/place.png,59.870989,30.331991,8782746,8782746,"Московский парк победы, Санкт - Петербург",21,1516472455,"Санкт-Петербург, Россия","Санкт-Петербург, Кузнецовская улица, 25",house,30.332577,59.871432,exact,"Санкт-Петербург, улица Кузнецовская 25",OK,0.000734605336213558,350667.180483512,6640100.32295192
"просп. Юрия Гагарина, 7",12,,,1461081900,179,,,https://vk.com/images/places/place.png,59.87306,30.334968,14748995,14748995,"ЖК ""Космос""",21,1516731484,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Юрия Гагарина, 7",house,30.334436,59.873383,exact,"Санкт-Петербург, просп. Юрия Гагарина, 7",OK,0.000622376895454997,350779.961648844,6640313.28978809
Юрия Гагарина проспект 11,17,,,1388838527,216,,,https://vk.com/images/places/place.png,59.872414,30.336405,7348357,7348357,Юрия Гагарина,21,1514589030,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Юрия Гагарина, 11",house,30.336053,59.872593,exact,"Санкт-Петербург, Юрия Гагарина проспект 11",OK,0.0003948987211908,350866.911365046,6640221.71553885
улица Свеаборгская 13,13,,,1399816708,241,,,https://vk.com/images/places/place.png,59.874045,30.331524,8504934,8504934,Улица Свеаборгская,21,1514465927,"Санкт-Петербург, Россия","Санкт-Петербург, Свеаборгская улица, 13",house,30.331867,59.874304,exact,"Санкт-Петербург, улица Свеаборгская 13",OK,0.000429802280121976,350640.330837535,6640421.59407052
"Санкт-Петербург, проспект Юрия Гагарина, дом 1",15,2,1,1433245172,206,88913417,https://pp.userapi.com/c626827/v626827546/3ef4c/jh3ng8wV754.jpg,https://vk.com/images/places/place.png,59.874693,30.33591,11176818,11176818,Свадебный Дом|SSS.SU|Свадебные платья|Салон,21,1515018371,"Санкт-Петербург, Россия","Санкт-Петербург, проспект Юрия Гагарина, 1",house,30.33591,59.874693,exact,"Санкт-Петербург, Санкт-Петербург, проспект Юрия Гагарина, дом 1",OK,0,350868.315848591,6640455.77985189
улица Новорыбинская 19-21,81,,,1378323749,273,,,https://vk.com/images/places/place.png,59.902214,30.3375,6366124,6366124,Фитнесс 24,21,1513935915,"Санкт-Петербург, Россия","Санкт-Петербург, Ново-Рыбинская улица, 19-21",house,30.337275,59.902686,exact,"Санкт-Петербург, улица Новорыбинская 19-21",OK,0.000522885264655422,351070.050123468,6643568.49819079
улица Новорыбинская 25А,15,,,1423817843,289,,,https://vk.com/images/places/place.png,59.902888,30.337428,10986733,10986733,БЦ Квартал,21,1511939212,"Санкт-Петербург, Россия","Санкт-Петербург, Ново-Рыбинская улица, 19-21",house,30.337275,59.902686,near,"Санкт-Петербург, улица Новорыбинская 25А",not exact precison,0.000253402841347743,351070.050123468,6643568.49819079
Обводного Канала набережная 93А,24,,,1479122676,347,,,https://vk.com/images/places/place.png,59.916466,30.338823,16622512,16622512,"Нептун, Санкт-Петербург, Обводной канал",21,1516350685,"Санкт-Петербург, Россия","Санкт-Петербург, набережная Обводного канала, 93А",house,30.339108,59.916094,exact,"Санкт-Петербург, Обводного Канала набережная 93А",OK,0.000468624583227621,351232.547315683,6645056.77294815
Обводного Канала набережная 93А,15,,,1479123321,348,,,https://vk.com/images/places/place.png,59.916483,30.338852,16622606,16622606,"Санкт-Петербург, набережная Обводного канала, 93 А, МДУ Нептун",21,1515085513,"Санкт-Петербург, Россия","Санкт-Петербург, набережная Обводного канала, 93А",house,30.339108,59.916094,exact,"Санкт-Петербург, Обводного Канала набережная 93А",OK,0.000465679074036254,351232.547315683,6645056.77294815
Обводного Канала набережная 93А,11,,,1409989725,353,,,https://vk.com/images/places/place.png,59.916745,30.338973,9503873,9503873,Бассейн Нептун,21,1486334755,"Санкт-Петербург, Россия","Санкт-Петербург, набережная Обводного канала, 93А",house,30.339108,59.916094,exact,"Санкт-Петербург, Обводного Канала набережная 93А",OK,0.000664850359108967,351232.547315683,6645056.77294815
"Пионерская пл 1, ТЮЗ",429,2,1,1336906612,173,189897,https://pp.userapi.com/c619616/v619616812/1e986/utsRl_grhRc.jpg,https://vk.com/images/places/place.png,59.919833,30.33485,2368749,2368749,Театр Юных Зрителей им. А.А. Брянцева // ТЮЗ,21,1516907825,"Санкт-Петербург, Россия","Санкт-Петербург, Пионерская площадь, 1",house,30.334607,59.92005,exact,"Санкт-Петербург, Пионерская пл 1, ТЮЗ",OK,0.000325788274806762,350998.729599315,6645507.22564966
улица Гороховая 79,67,,,1375363026,160,,,https://vk.com/images/places/place.png,59.921972,30.331735,6101877,6101877,"""Брынза""",21,1515780969,"Санкт-Петербург, Россия","Санкт-Петербург, Гороховая улица, 79",house,30.33113,59.922048,exact,"Санкт-Петербург, улица Гороховая 79",OK,0.000609754868779433,350813.398215037,6645737.4479216
"Загородный проспект, 48",37,,,1469032933,165,,,https://vk.com/images/places/place.png,59.92203,30.331796,15549754,15549754,Царское село .г Пушкин.,21,1516388054,"Санкт-Петербург, Россия","Санкт-Петербург, Загородный проспект, 48",house,30.331427,59.921268,exact,"Санкт-Петербург, Загородный проспект, 48",OK,0.000846643372384141,350826.492529992,6645649.95962385
Загородный проспект 39,21,,,1475232630,153,,,https://vk.com/images/places/place.png,59.921865,30.331535,16212057,16212057,Санкт-петербург загородный проспект 39,21,1515922585,"Санкт-Петербург, Россия","Санкт-Петербург, Загородный проспект, 39",house,30.332056,59.922282,exact,"Санкт-Петербург, Загородный проспект 39",OK,0.000667330502825813,350866.192117749,6645761.40675455
Загородный проспект 37,29,,,1380923964,216,,,https://vk.com/images/places/place.png,59.922522,30.333249,6598830,6598830,Загородный проспект 37,21,1507045815,"Санкт-Петербург, Россия","Санкт-Петербург, Загородный проспект, 37",house,30.332685,59.922463,exact,"Санкт-Петербург, Загородный проспект 37",OK,0.000567077596101972,350902.151750671,6645780.13610097
улица Звенигородская 2/44,96,,,1430667191,266,,,https://vk.com/images/places/place.png,59.922331,30.335962,11736357,11736357,Исаакиквский собор,21,1516889173,"Санкт-Петербург, Россия","Санкт-Петербург, Звенигородская улица, 2/44",house,30.335945,59.923117,exact,"Санкт-Петербург, улица Звенигородская 2/44",OK,0.000786183820742105,351087.245204778,6645845.59133419
"Гороховая ул., 70",16,,,1420228460,214,,,https://vk.com/images/places/place.png,59.922482,30.331759,10579658,10579658,"Статский Советник, Загородный проспект, 39",21,1507406732,"Санкт-Петербург, Россия","Санкт-Петербург, Гороховая улица, 70",house,30.331858,59.922273,exact,"Санкт-Петербург, Гороховая ул., 70",OK,0.000231261756462104,350855.087819642,6645760.85114988
"Звенигородская ул., 3",10,,,1451164238,273,,,https://vk.com/images/places/place.png,59.922041,30.33662,13715215,13715215,бар  доски,21,1497806405,"Санкт-Петербург, Россия","Санкт-Петербург, Звенигородская улица, 3",house,30.336413,59.921827,exact,"Санкт-Петербург, Звенигородская ул., 3",OK,0.000297733101954959,351107.615218125,6645700.95307843
улица Звенигородская 1 'Доски',47,,,1378868385,151,,,https://vk.com/images/places/place.png,59.922743,30.335311,6412599,6412599,Звенигородская улица 1/1,21,1515179466,"Санкт-Петербург, Россия","Санкт-Петербург, Звенигородская улица, 1",house,30.33511,59.92272,exact,"Санкт-Петербург, улица Звенигородская 1 'Доски'",OK,0.000202311640796069,351038.808129802,6645803.28161924
"Загородный просп., 33",12,,,1430337796,178,,,https://vk.com/images/places/place.png,59.923468,30.335158,11706528,11706528,бородинская 15,21,1509998745,"Санкт-Петербург, Россия","Санкт-Петербург, Загородный проспект, 35",house,30.334418,59.923207,near,"Санкт-Петербург, Загородный просп., 33",not exact precison,0.00078467891523255,351002.324685152,6645859.04547462
улица Звенигородская 4,12,,,1465568594,219,,,https://vk.com/images/places/place.png,59.922268,30.336561,15198907,15198907,Звенигородская 6,21,1516125377,"Санкт-Петербург, Россия","Санкт-Петербург, Звенигородская улица, 4",house,30.336422,59.92272,exact,"Санкт-Петербург, улица Звенигородская 4",OK,0.000472890050642122,351112.119587726,6645800.32954639
Zvenigorodskaya ulitsa 4,10,,,1432595575,217,,,https://vk.com/images/places/place.png,59.922403,30.336543,11927344,11927344,Звенигородская 4,21,1516635416,"Санкт-Петербург, Россия","Санкт-Петербург, Звенигородская улица, 4",house,30.336422,59.92272,exact,"Санкт-Петербург, Zvenigorodskaya ulitsa 4",OK,0.00033930811955674,351112.119587726,6645800.32954639
улица Бородинская 8/10,17,,,1382445289,238,,,https://vk.com/images/places/place.png,59.924271,30.334976,6740873,6740873,Студия красоты особенно,21,1491672272,"Санкт-Петербург, Россия","Санкт-Петербург, Бородинская улица, 8-10",house,30.334158,59.924551,exact,"Санкт-Петербург, улица Бородинская 8/10",OK,0.000864594702736595,350993.824291385,6646009.22664992
Загородный просп. 27,32,2,1,1280742123,284,,,https://vk.com/images/places/restaraunt.png,59.924054,30.336648,8356,8356,Тройка,3,1514287151,"Санкт-Петербург, Россия","Санкт-Петербург, Загородный проспект, 27/21",house,30.33697,59.924199,number,"Санкт-Петербург, Загородный просп. 27",not exact precison,0.00035314161464949,351149.366533446,6645963.71933548
Загородный проспект 27,98,,,1385226726,227,,,https://vk.com/images/places/place.png,59.924093,30.336692,7015748,7015748,Джазовая филармония,21,1516383978,"Санкт-Петербург, Россия","Санкт-Петербург, Загородный проспект, 27/21",house,30.33697,59.924199,number,"Санкт-Петербург, Загородный проспект 27",not exact precison,0.000297523108345996,351149.366533446,6645963.71933548
Загородный просп. 27,131,2,1,1280741968,227,,,https://vk.com/images/places/clubs.png,59.924172,30.336709,585,585,Филармония джазовой музыки,4,1515899026,"Санкт-Петербург, Россия","Санкт-Петербург, Загородный проспект, 27/21",house,30.33697,59.924199,number,"Санкт-Петербург, Загородный просп. 27",not exact precison,0.000262392835259567,351149.366533446,6645963.71933548
Джамбула переулок 19,17,,,1412434273,212,,,https://vk.com/images/places/place.png,59.92428,30.336456,9756466,9756466,Филармоник Джаз холл,21,1469929261,"Санкт-Петербург, Россия","Санкт-Петербург, переулок Джамбула, 19",house,30.336466,59.924623,exact,"Санкт-Петербург, Джамбула переулок 19",OK,0.000343145741625501,351123.105366896,6646012.04689794
Загородный проспект 27,24,,,1477023888,235,,,https://vk.com/images/places/place.png,59.92415,30.336841,16397873,16397873,Jazz Philharmonic Hall,21,1516565548,"Санкт-Петербург, Россия","Санкт-Петербург, Загородный проспект, 27/21",house,30.33697,59.924199,number,"Санкт-Петербург, Загородный проспект 27",not exact precison,0.000137992753435491,351149.366533446,6645963.71933548
Джамбула переулок 1,13,,,1421073725,225,,,https://vk.com/images/places/place.png,59.926371,30.332793,10674554,10674554,Набережная реки фонтанки 80,21,1507454205,"Санкт-Петербург, Россия","Санкт-Петербург, переулок Джамбула, 3",house,30.333053,59.92612,near,"Санкт-Петербург, Джамбула переулок 1",not exact precison,0.00036138760355769,350939.12263513,6646186.35462808
"Загородный просп., 27",12,,,1461852228,231,,,https://vk.com/images/places/place.png,59.924166,30.33678,14826556,14826556,"Загородный проспект,  Санкт-Петербург",21,1516793291,"Санкт-Петербург, Россия","Санкт-Петербург, Загородный проспект, 27/21",house,30.33697,59.924199,number,"Санкт-Петербург, Загородный просп., 27",not exact precison,0.000192844496938923,351149.366533446,6645963.71933548
Джамбула переулок 12,11,,,1484910658,241,,,https://vk.com/images/places/place.png,59.925525,30.336276,17192194,17192194,Станция метро звенигородская,21,1515272227,"Санкт-Петербург, Россия","Санкт-Петербург, переулок Джамбула, 12",house,30.335595,59.925322,exact,"Санкт-Петербург, Джамбула переулок 12",OK,0.00071061241193967,351077.571949571,6646091.80967706
Загородный проспект 21,13,,,1387997238,338,,,https://vk.com/images/places/place.png,59.925241,30.33845,7281052,7281052,Загородный 21,21,1514812363,"Санкт-Петербург, Россия","Санкт-Петербург, Загородный проспект, 21-23",house,30.339009,59.925002,exact,"Санкт-Петербург, Загородный проспект 21",OK,0.000607949011022481,351266.890824121,6646048.51468461
Реки Фонтанки наб.д. 78 офис 206,10,2,1,1514547027,100,24629196,https://pp.userapi.com/c302809/g24629196/e_b47224a1.jpg,https://vk.com/images/places/place.png,59.927026,30.333448,2805849,2805849,Флористические товары и материалы для флористики,21,1513340009,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 78",house,30.333448,59.927026,exact,"Санкт-Петербург, Реки Фонтанки наб.д. 78 офис 206",OK,3.5527136788005e-15,350965.256440872,6646286.30870639
Фонтанки реки набережная 59,28,,,1425850917,143,,,https://vk.com/images/places/place.png,59.927465,30.331992,11211306,11211306,White Night Istanbul,21,1505583768,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 59",house,30.332271,59.927757,exact,"Санкт-Петербург, Фонтанки реки набережная 59",OK,0.000403862600385336,350902.777897894,6646370.32465589
"наб. реки Фонтанки, д. 59, White Night",13,2,1,1393461148,142,67061070,https://pp.userapi.com/c616919/v616919456/e1a2/8jALnHtdSmI.jpg,https://vk.com/images/places/place.png,59.927447,30.331923,7828372,7828372,06.06. Residents Night ? WHITE NIGHT ?,21,1474673577,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 59",house,30.332271,59.927757,exact,"Санкт-Петербург, наб. реки Фонтанки, д. 59, White Night",OK,0.00046605149929663,350902.777897894,6646370.32465589
"Ломоносова ул. 9, ИТМО",14,2,1,1516109323,336,99588559,https://pp.userapi.com/c836427/v836427295/3511d/JDbPGI1jpuw.jpg,https://vk.com/images/places/place.png,59.927315,30.338272,12536240,12536240,Цифровые джунгли,21,1515822352,"Центральный район, Санкт-Петербург, Россия","Санкт-Петербург, Центральный район, улица Ломоносова, 9",house,30.338272,59.927315,exact,"Санкт-Петербург, Ломоносова ул. 9, ИТМО",OK,3.5527136788005e-15,351236.069356242,6646307.62338147
улица Ломоносова 14,12,,,1371573103,331,,,https://vk.com/images/places/place.png,59.92725,30.338232,5786547,5786547,Ломоносова дом 9,21,1460541795,"Центральный район, Санкт-Петербург, Россия","Санкт-Петербург, Центральный район, улица Ломоносова, 14",house,30.338173,59.927847,exact,"Санкт-Петербург, улица Ломоносова 14",OK,0.000599908326329398,351232.920638895,6646367.06105428
Ломоносова площадь,29,,,1490034959,160,,,https://vk.com/images/places/place.png,59.928699,30.335258,17724411,17724411,Мост им. Ломоносова,21,1516456331,"Санкт-Петербург, Россия","Санкт-Петербург, площадь Ломоносова",street,30.334562,59.92892,street,"Санкт-Петербург, Ломоносова площадь",not exact precison,0.000730244479612948,351035.989286596,6646494.61521969
Ломоносова площадь,16,,,1468409100,142,,,https://vk.com/images/places/place.png,59.928854,30.334698,15483956,15483956,Улица зодчего росси,21,1515184466,"Санкт-Петербург, Россия","Санкт-Петербург, площадь Ломоносова",street,30.334562,59.92892,street,"Санкт-Петербург, Ломоносова площадь",not exact precison,0.000151168779845295,351035.989286596,6646494.61521969
Ломоносова мост,140,,,1368091862,192,,,https://vk.com/images/places/place.png,59.928456,30.336013,5436018,5436018,Мост Ломоносова,21,1515530068,"Санкт-Петербург, Россия","Санкт-Петербург, мост Ломоносова",street,30.335685,59.92846,street,"Санкт-Петербург, Ломоносова мост",not exact precison,0.000328024389340399,351096.666210423,6646440.88709238
Набережная реки Фонтанки 55,81,2,1,1281520947,208,,,https://vk.com/images/places/hotel.png,59.9292,30.335658,52385,52385,Бутик-отель РОССИ,11,1515175786,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 55",house,30.336305,59.929267,exact,"Санкт-Петербург, Набережная реки Фонтанки 55",OK,0.000650459837346726,351134.920859516,6646529.31675891
Ломоносова мост,24,,,1432918634,180,,,https://vk.com/images/places/place.png,59.928289,30.335852,11960181,11960181,Lomonosov bridge,21,1515149254,"Санкт-Петербург, Россия","Санкт-Петербург, мост Ломоносова",street,30.335685,59.92846,street,"Санкт-Петербург, Ломоносова мост",not exact precison,0.000239018827719744,351096.666210423,6646440.88709238
улица Зодчего Росси,97,,,1378592062,221,,,https://vk.com/images/places/place.png,59.929592,30.335253,6388799,6388799,"Night club ""Rossi""",21,1515100713,"Санкт-Петербург, Россия","Санкт-Петербург, улица Зодчего Росси",street,30.335523,59.930336,street,"Санкт-Петербург, улица Зодчего Росси",not exact precison,0.000791477100100752,351096.025246782,6646650.06269794
"Наб. реки Фонтанки, 68",14,,,1401860507,211,,,https://vk.com/images/places/place.png,59.928105,30.336439,8702515,8702515,Северо-Западное ГУ ЦБ РФ,21,1500109393,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 68",house,30.335883,59.927946,exact,"Санкт-Петербург, Наб. реки Фонтанки, 68",OK,0.000578287990534727,351105.424273304,6646383.23006095
Фонтанки реки набережная 55,10,,,1462968803,209,,,https://vk.com/images/places/place.png,59.929105,30.335806,14937310,14937310,"Санкт-Петербург, набережная Фонтанки 55",21,1510565599,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 55",house,30.336305,59.929267,exact,"Санкт-Петербург, Фонтанки реки набережная 55",OK,0.000524637970410563,351134.920859516,6646529.31675891
Фонтанки реки набережная 66,20,,,1493333165,233,,,https://vk.com/images/places/place.png,59.928354,30.336795,18032218,18032218,Бар Сезоны,21,1514378665,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 66",house,30.337014,59.928406,exact,"Санкт-Петербург, Фонтанки реки набережная 66",OK,0.000225088871336365,351170.672836383,6646431.88720975
Фонтанки реки набережная 53,39,,,1486821296,283,,,https://vk.com/images/places/place.png,59.929339,30.337085,17397117,17397117,Котокафе,21,1515602046,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 51-53",house,30.337392,59.9297,exact,"Санкт-Петербург, Фонтанки реки набережная 53",OK,0.000473888172460786,351197.587571429,6646575.06804268
улица Зодчего Росси,17,,,1426070820,235,,,https://vk.com/images/places/place.png,59.929698,30.335395,11234491,11234491,Академия Русского Балета им. А.Я.Вагановой,21,1515311321,"Санкт-Петербург, Россия","Санкт-Петербург, улица Зодчего Росси",street,30.335523,59.930336,street,"Санкт-Петербург, улица Зодчего Росси",not exact precison,0.000650713454597101,351096.025246782,6646650.06269794
улица Зодчего Росси 5,12,,,1425984038,254,,,https://vk.com/images/places/place.png,59.929945,30.335313,11224523,11224523,Улица зодчего росси 1-3,21,1499434799,"Санкт-Петербург, Россия","Санкт-Петербург, улица Зодчего Росси, 1-3",house,30.335191,59.930579,near,"Санкт-Петербург, улица Зодчего Росси 5",not exact precison,0.000645631473835318,351078.567587239,6646677.85721235
"наб.Р.Фонтанки, 51-53",12,,,1467563509,295,,,https://vk.com/images/places/place.png,59.929527,30.337103,15394757,15394757,Soulmate,21,1516137524,"Санкт-Петербург, Россия","Санкт-Петербург, набережная реки Фонтанки, 51-53",house,30.337392,59.9297,exact,"Санкт-Петербург, наб.Р.Фонтанки, 51-53",OK,0.000336823395849962,351197.587571429,6646575.06804268
